protein,f1_0_f2_0_R_0,f1_0_f2_0_R_1,f1_0_f2_0_R_2,f1_0_f2_1_R_0,f1_0_f2_1_R_1,f1_0_f2_1_R_2,f1_0_f2_2_R_0,f1_0_f2_2_R_1,f1_0_f2_2_R_2,f1_1_f2_0_R_0,f1_1_f2_0_R_1,f1_1_f2_0_R_2,f1_1_f2_1_R_0,f1_1_f2_1_R_1,f1_1_f2_1_R_2,f1_1_f2_2_R_0,f1_1_f2_2_R_1,f1_1_f2_2_R_2
sll1663,11663801.8365,16825912.2612,11818811.9103,17661513.1395,18323754.0759,18828384.0187,9351802.53497,11782086.9575,17107139.3447,18140951.8146,17304047.7187,17610810.2178,19724245.1855,14683355.5264,14407599.5619,12405334.7649,14822258.4962,12285763.5791
sll1669,507740.880509,806076.264467,217939.580032,262571.250951,524459.311517,527322.95368,386008.359385,455272.348497,282280.576378,495767.391165,371628.826629,1122807.4328,402036.867799,675062.377595,1022738.14247,327424.352658,502062.043339,629411.796719
sll1673,1660911.33203,1515407.19924,540299.680611,298508.722043,213758.963002,401605.093434,174803.546522,290021.157874,241111.784518,375436.931825,549639.068063,457298.141435,320400.819589,389664.833301,477631.238743,175979.581496,705624.025599,273453.119796
sll1675,3000772.20234,2540653.74738,2631052.54915,3347084.00137,2748367.94216,3409239.94564,2211928.68377,1750752.44533,2309644.8844,919018.769806,1680882.47846,1318102.9141,3015735.79663,2337326.83254,2587380.36784,1991735.77593,605394.882504,1777837.31335
sll1676,4614914.37293,3990618.7966,1580020.00517,818307.508679,894848.601397,1104875.41235,1008280.03704,247300.453505,805846.737515,1732319.35754,1521998.29317,1233970.13026,944752.422359,1903224.3387,504299.745569,175190.024169,476097.019289,764638.510514
sll1679,1502457.77949,1834695.88192,1912692.61894,1328105.33904,966575.309265,1466497.97528,1474840.78103,686545.882672,1635643.73532,1392888.45951,738990.956257,868692.205796,1055458.22898,492160.274614,714706.548365,1185902.82998,2088067.18118,1009597.73182
sll1680,3335643.54947,2506205.4075,4104992.06432,759471.739411,459432.544177,763934.917463,622230.008477,1008535.92885,240846.590174,383783.710991,570791.043778,1004878.56999,1091088.69728,334027.321096,903728.95879,494300.022061,642828.94903,646843.347875
sll1682,1115441.94207,1167476.40994,1066797.85139,641193.335691,547673.387856,715480.822172,475629.675401,568422.227865,718840.962668,542402.313673,687501.214642,697179.783728,448887.318778,786046.166076,26305.6561972,213929.661085,1961851.43354,763793.270067
sll1687,369604.640565,810502.397168,634825.87644,212982.265717,178623.037057,214178.692627,204790.169229,284121.920641,292274.734614,311821.436238,515533.458733,136409.533621,406255.75609,156646.714616,245491.332009,405235.23812,418619.220297,317598.295604
sll1688,1744889.19274,725415.794368,863553.023047,450487.74321,786982.529377,665298.895969,916750.049046,778969.655444,1183698.17608,1162567.28081,857863.720161,894488.223913,2321814.38282,1049933.58856,3167294.62368,1002423.21928,1958500.32263,884470.87196
sll1693,1404777.84262,1518442.05649,1235186.73433,590998.439129,550722.896798,730741.881071,374298.082979,257470.739198,337262.913335,563552.426425,812263.045761,723060.321561,762248.768258,604729.05164,519402.204031,440729.525814,357228.756397,393551.163042
sll1694,2494425.81577,709734.497711,409402.471772,850284.265501,854602.039429,271449.037718,221631.132227,230136.96792,396022.837155,147106.828189,150953.00418,554680.582349,194840.076107,683999.082496,735368.172878,5440706.64772,1602155.3552,1117179.81786
sll1696,478414.984131,924085.816742,725581.065386,1204798.04089,1136576.04566,1111382.96091,844687.439811,606121.678451,573978.92763,529094.072947,676418.296634,476886.034778,426004.492156,996861.095807,730209.613663,389871.735096,1091803.81806,807849.402576
sll1712,3968227.56604,1124006.46601,123333050.017,18110079.8094,20327919.3934,16702193.7853,23765432.2789,34658616.4381,14660045.8708,37912484.7901,1609653.96886,3700107.04059,3993271.23915,10049725.4736,11601675.5426,9963886.98637,18602854.3689,11763550.9752
sll1721,6168344.75016,5942444.31102,1610551.91909,2788995.5127,2216709.53626,2887750.0097,2984172.40563,377301.915647,3160158.57412,2822661.46923,2031607.22348,1793442.9418,2390775.81234,1473699.33189,1160539.77057,948358.716633,3713655.96558,2198779.58447
sll1734,376517.940085,788725.686173,154855.426514,393583.529544,410285.033501,494453.84934,231021.256304,463564.401225,233149.318232,1497101.84299,2446043.72612,2426485.53932,1553900.99334,585159.65391,1504187.88637,327559.444985,534025.629302,368699.934499
sll1735,658574.488457,279469.408438,516391.757758,1267922.44612,1298363.66633,2044192.76369,2260462.82528,983923.248892,1052523.38953,384646.61526,189007.091072,210700.09505,2924405.99915,621226.354817,1413707.58774,506285.328035,827507.652699,394586.333123
sll1739,352087.231793,556682.193961,657863.52446,337248.503802,359227.715643,422247.200276,293760.50113,553890.432458,295694.434067,135318.64647,454784.42103,342935.532464,325111.049458,465425.560345,455624.375987,519153.670764,307480.916663,486175.416266
sll1742,4307882.51692,9208296.12898,7290959.97311,3357776.61599,4166243.27112,3946214.95481,2034041.28802,3038366.35434,3482165.76577,7293941.52318,4455591.98904,4669392.0382,8210749.2293,6528348.2445,6742388.57635,3495818.38182,3528763.52944,3361340.53846
sll1743,397526.472592,21763556.0276,19765135.5603,2827250.63387,2077683.87657,1987112.70478,4499876.00792,577402.561043,1687927.32168,706795.758288,923642.123144,655586.668443,1031429.87133,1878972.16643,1801019.1154,1053912.51061,201616.290989,742465.566303
sll1744,24002266.6271,6076410.25752,4405361.54172,27524103.1687,33910149.6489,32218143.7565,16177029.4508,14202093.6326,17393923.7787,49122357.2923,3837078.42416,3481962.25519,30953475.726,818833.245353,31784706.5466,8233004.84003,7072985.0007,20662790.3612
sll1746,71739584.3219,110991260.337,101502828.291,87060352.6592,89665848.7358,101179631.206,77751465.1683,48276074.8568,61081439.9785,89631588.534,65551476.3551,59210984.907,87289974.3099,88123456.8692,76634682.9114,52522941.5383,1622745.12704,54646923.1932
sll1747,2105324.09455,1992699.42507,1652883.94116,1225791.16236,1461963.90902,1268504.49641,1030406.23495,441009.964551,502646.249479,1115391.50291,260547.969255,151990.990617,242686.81251,642574.704306,926924.395226,303670.067422,1187503.61259,341768.010774
sll1750,496443.176758,554648.245276,415731.924809,498634.375031,234218.077274,553237.648766,624485.501512,616559.640703,374513.894968,133610.664826,747538.356492,120703.324775,427202.744321,467285.119316,536407.984675,569770.094491,387036.546094,63321.0284896
sll1760,2288614.56819,2286657.13616,621371.803293,660067.986397,674850.289635,718334.918624,431265.76841,930264.103766,500174.750989,386883.122822,1045078.74269,1046875.14053,478356.889402,235368.406429,402400.199613,362058.998401,828720.662487,398305.271437
sll1762,6769278.62309,4151726.88502,3255233.57063,5991898.21662,4635423.00463,4545239.65721,6915302.14239,7631245.8634,6665148.07933,4804795.58303,712314.699874,4421746.34006,5168539.43134,3464686.78488,3340542.68531,6279381.82267,2493624.13173,6218217.37238
sll1767,2845092.13902,1123674.979,1355390.32285,377855.883501,673165.460224,435915.31757,488381.768325,818513.859689,844328.321295,642493.285556,167305.341945,123058.2484,946410.413217,549206.471169,756259.279166,392780.591502,985352.892561,403416.785985
sll1769,2776622.6708,4385091.48681,5636058.34992,258175.231242,1186891.98764,179229.166091,8413636.92458,9048460.01311,3930316.01306,7663218.36939,1224408.91192,1596018.87303,886644.503387,1273506.12657,1120874.53333,1967483.01086,2257224.92483,1929913.53737
sll1770,62429.1984694,544942.68689,306123.141191,171693.994809,84409.7946329,111893.923436,173034.654113,136264.578594,161863.304407,202753.614744,235573.022845,647415.951899,215141.820682,168762.016379,188203.547587,98927.1423316,193233.02642,90511.1585033
sll1771,725901.328686,1187064.54526,839167.724616,1850142.2216,1148295.34648,1918928.40811,1033497.03923,1620078.03808,697798.850131,916835.019893,900194.55516,888678.575041,3502061.84622,1212200.18367,1112817.28863,688550.068013,4020868.53838,606570.373437
sll1772,204773.704099,282032.263718,480232.07516,240288.511248,412594.151654,266993.471125,86586.1883606,162802.305778,120518.493142,272167.180398,657707.013776,640277.579776,441620.388316,363587.733524,452957.707952,168036.31335,577785.0486,211480.553906
sll1774;sll6017;sll6076;slr5082;slr5118;slr5124,15419682.2296,15707936.7813,16339562.2942,5170664.99632,6347168.8004,6531815.86496,11531539.5383,7091296.27588,12194841.464,5434206.03844,11155692.8294,1528728.8889,10464486.9719,7596155.78682,1592127.87458,9918675.99893,6591201.57111,8377692.32943
sll1783,935424.906352,9922048.51613,9538687.23888,5646714.23259,5022989.1194,5657370.50809,4737946.91407,5384132.85122,4549580.10777,7253135.11078,3132335.40829,3825089.64675,3066751.0767,4556581.24327,3036083.29061,5533680.39728,2032731.86578,3447567.13802
sll1784,1053457.61878,1508004.1084,292931.197125,5580930.99281,5567196.39281,7026266.54446,3385615.35628,2193797.37294,3068487.16552,2891411.11083,4341514.99297,3086020.27884,5005740.04516,4474828.88398,3814590.05594,3404095.44048,3304454.91454,4024760.53665
sll1785,2718159.70955,3829721.05787,4366108.0525,631790.12593,1424817.44324,2373487.02945,1094096.19211,1801663.05087,3073875.9773,1238238.78921,1080430.93701,707973.2515,1954671.17972,982348.989859,1956658.2312,1057587.07805,4146733.63604,2932382.80381
sll1787,2485169.08687,3222011.03282,5192443.55196,2364531.06874,5815062.0945,5270526.88807,1878836.88318,4325297.72037,2185215.75816,7611182.77592,8237850.03499,5537782.27629,6201928.64237,7658048.94645,7143800.04622,4333795.9754,6929740.46067,3069795.547
sll1789,5623537.48729,3667456.89714,1081920.05025,6639543.85649,6645261.02848,9130104.29012,2642284.95705,1977234.23497,2950291.65087,4236782.77714,9481524.50851,5330317.78507,13444488.8061,10630443.1906,11621578.47,3770114.99982,7273699.80861,3830514.38871
sll1799,7523644.99079,6839831.44993,6251122.0081,7550696.61518,9476908.52973,3399389.63224,3461093.32345,3300492.59789,3769271.44153,6662361.97398,12008028.8505,9224117.54804,16273660.7461,19377233.47,13868987.863,7678871.06204,15370234.0047,5392380.05413
sll1800,1818674.79679,2615337.30426,1210012.61916,86048.7197824,667133.597551,501131.797816,142028.983093,291119.326213,556302.679317,458809.440459,123431.337649,251410.484912,414976.705995,216641.357444,607622.550386,493769.805376,499431.729477,451773.693849
sll1802,6951806.8786,4097823.73557,6125992.7951,450501.738141,2486990.48173,3197102.00616,779136.64603,2478697.5674,1140124.7005,5950095.0182,3173121.60162,3298745.01056,1897876.04629,3619147.12729,3166716.96141,2867579.15649,4448114.087,1556407.52969
sll1804,7639167.59379,3409473.54798,4002872.46722,7290603.42592,6152339.88339,10375598.3351,3369828.08645,2768949.16501,3387702.78829,6129516.27642,2311274.33333,2008006.97037,8556527.62622,8352016.053,5401326.53224,3743808.7211,6630809.8899,2357933.44069
sll1805,5245571.33341,6622555.85058,6518948.52428,824632.565331,771742.696862,713959.01494,1799411.13577,1621890.92559,2860561.93567,433706.697737,382297.926332,562476.681858,2092631.67909,2292594.02559,1213114.34502,946890.740391,4081733.13372,1859255.31868
sll1806,1910205.47072,1142345.67976,342765.988643,2418218.19165,1811343.83765,2396482.56032,1959291.81266,1249067.15733,1523375.0895,1544801.54189,486741.513015,451558.35202,2074436.39431,2560656.29902,2887307.05193,1007830.53283,726657.992975,1119847.43174
sll1808,26884574.7885,25465763.7484,19591853.9067,30476396.2339,24634484.8902,33714211.4221,12357346.4785,943417.504941,21745838.034,30419640.6839,33430861.5101,30740572.7824,50762772.6018,42958363.3026,50699895.9928,24253307.7965,6676733.13095,22047415.7445
sll1809,459524.255452,339458.735495,512321.459171,68030.2403976,351053.668032,226703.84059,402355.905301,2719.31506109,133022.929571,234634.341743,744137.315596,624145.039259,564163.377769,707381.824887,213616.573977,353159.528799,323641.151218,101221.807724
sll1810,3363035.81369,2400073.06532,2528699.15195,17168330.8815,16311541.5765,19228520.3419,8132839.19643,8726042.41083,2755451.83838,597062.040336,13988579.4835,2674918.2474,1159270.22042,8876925.09831,7842622.65426,6291878.30901,15334854.2001,9986077.82514
sll1813,8760830.64082,2918445.27622,1811428.86905,1569451.77905,6079781.21337,8947121.99937,465245.574127,5441776.07961,4807624.36824,10545450.4117,18601364.4084,17918889.5045,18794222.1313,10855229.4429,12633099.9731,7097174.95874,4924560.57795,5386385.47487
sll1815,22368706.7554,15025060.0099,11840461.66,15323911.7387,14610560.4385,18685008.8462,15443545.8458,14991026.8026,15253550.3049,31151368.1942,25797644.0546,24253280.9489,18862555.7486,15441833.4677,15267804.8766,16971188.1733,5282746.37624,13739914.1118
sll1817,3576865.47438,6666172.30686,5509911.28956,3731441.38451,5210188.55488,2338167.07861,2915064.12539,5908700.43367,3429111.30359,7236895.81162,7511796.16972,2024023.98691,1573415.60718,2207889.15624,3308394.64916,2036548.60087,2350619.02771,1655874.19196
sll1818,8070690.11432,10630472.2572,8859010.84406,3129554.92533,4586640.98479,3430296.22401,1666085.05667,893236.200724,1763659.98829,7570955.72026,5505801.71896,5105788.65621,3279343.04815,4574806.51682,4792678.52824,2801022.91965,4342173.98478,2413078.70981
sll1821,4841778.03108,5867391.0771,9427670.0392,12358953.5064,13441446.9747,16597472.3425,8105370.51667,11591731.6544,12592252.7751,38754607.2141,15615628.0484,17545283.4917,17420246.5979,23398303.346,26035373.0623,15595574.1447,23605967.5688,11907778.9118
sll1823,4956400.8469,8428357.86806,6250347.07648,4597174.79451,4696526.69017,5849216.47976,1847000.61825,2323813.23011,2678713.51368,6745454.23132,12758580.5407,10355202.3453,9791059.299,9402445.79177,10610892.4956,3349862.85692,4846680.5401,3396159.42168
sll1830,7891360.11144,6655448.48801,5246101.38184,1593064.70524,1641844.23432,3257615.92596,1179352.90759,2151801.67655,3832808.28831,2244955.14433,3230782.9893,2986061.94024,3400770.87503,4716409.53978,166368.86398,3968489.37866,9004817.11294,5567653.50657
sll1833,2501489.44433,2534231.58573,1730464.27297,1816874.06752,1530821.75696,1523665.77826,1465893.73564,1019318.31832,1644821.5026,1884254.66915,3037936.59551,2253328.9155,3269305.99792,1834242.49528,2134835.4714,1179195.40849,3507926.09502,1990930.87678
sll1835,1193388.94124,1892915.01485,113258.418998,336336.812874,769281.681564,903165.600141,1408066.45193,1407838.00781,352665.938725,178393.500649,601153.075188,300825.99275,456655.152334,351763.940035,252106.214953,619946.962683,738768.589844,394113.251917
sll1841,5581226.57006,5794646.21588,5664180.88255,1775955.35538,2932139.51371,383753.795133,1845549.87971,4245750.40802,3077477.40449,4268462.73344,5242838.7779,3289056.64165,2386794.56335,2920804.86903,3975688.39773,2437634.812,6130287.65674,2841917.36262
sll1848,691987.738125,227859.498987,194510.14716,362896.796047,383405.881332,396201.14136,227198.43383,273600.438711,293706.136363,162803.438465,224047.398462,195740.196857,483988.06638,529632.388645,539779.453335,334588.794229,972160.435633,331732.125884
sll1852,6366028.70807,2766186.84966,1521197.36493,616228.784714,1011541.98543,435279.326131,1758074.14222,509557.84847,2034552.10779,977699.489093,470955.233329,2181582.33738,388724.081471,1577669.93572,1802169.37391,1125505.21452,3259333.3157,1193654.65642
sll1867;slr1311,4856039.48072,9473619.73429,7718476.61819,13441197.967,16895809.1699,16966720.5947,20328454.2992,38003168.3918,16973954.9397,7327034.70157,20352163.6246,10666220.913,19799800.4338,16211455.9454,18789676.3427,15531489.7359,109010.898733,19407177.3803
sll1872,613761.886681,144973.407956,559998.468813,464072.542393,764878.72089,834744.34521,255024.357726,542149.194635,351312.994265,1058740.14832,927290.544288,1045417.9865,755235.769759,994836.873765,752570.523584,563518.599631,1198080.72057,548423.490584
sll1879,223253.277824,330718.162577,217416.75755,149497.50025,180838.51154,158449.121992,189844.245312,269039.076341,225048.263461,144096.262407,93886.8819175,93071.4433659,138538.115545,196664.575821,252127.343687,136024.943225,111433.944842,154756.982403
sll1883,4218931.44329,3866263.90772,3481109.31444,1401956.97656,1778246.48265,3080680.33217,3120635.08883,428511.002902,2541583.61926,2813019.3257,2647640.26995,2434015.41858,2027837.10947,1996377.38318,2181396.91608,2252841.00724,2979728.37244,2172115.53083
sll1884,4327613.48707,3152191.11369,4201676.80577,801333.501264,554479.828329,436679.028374,1181223.39603,668047.899795,590104.593789,535536.772041,1465363.94021,1973858.12495,1120574.74513,809897.501042,697202.48355,400948.174007,1443994.8372,530387.770438
sll1892,4670723.6835,4040953.58813,1708609.25645,2408103.7995,1919791.98711,2724516.52805,6321318.14915,3220189.55839,4643508.6194,2840407.44562,1006955.29465,1160214.01429,1309339.85799,981902.423444,789188.900824,2629223.57107,3028653.17405,2540374.74141
